student_id,full_name,email,phone_number,study_hours_per_day,attendance_percentage,sleep_hours,exam_score,noise_num_0,noise_num_1,noise_num_2,noise_num_3,noise_num_4,noise_num_5,noise_num_6,noise_num_7,noise_num_8,noise_num_9,noise_num_10,noise_num_11,noise_num_12,noise_num_13,noise_num_14,noise_num_15,noise_num_16,noise_num_17,noise_num_18,noise_num_19
S1010,Maria Müller,maria.müller67@example.edu,+1-555-378-3859,7.168928754083098,95.48883884147467,5.401041263440175,90.20894519076005,0.21870422615163487,0.5157556762880513,0.9361769316401961,0.9771927299143573,0.23636043538354456,0.04911764375004013,0.1536018325377585,0.06332847870255809,0.1951242410923364,0.5685697147037354,0.9124487962956418,0.53721888369434,0.6259895566990807,0.2018672516095411,0.8005836206738501,0.6177889085055832,0.8641368291927248,0.9488431070057841,0.3479007757565923,0.09057905853543935
S1011,Alex Johnson,alex.johnson44@example.edu,+1-555-703-8471,6.6050172282266555,95.19681973705612,6.784285900153371,90.20123599389721,0.22592895791678247,0.4378415656758372,0.9456936518244733,0.37830982237341526,0.77077321366537,0.540476692170755,0.18280877043097654,0.3207341189534516,0.6531918850228187,0.6728533946848935,0.43475974680904617,0.22864560266211464,0.7219067795126763,0.16887304161271477,0.9366696918651266,0.1879035790364767,0.10731236283252044,0.4976477023653788,0.519549598109694,0.5081929147782448
S1012,Daniel Lee,daniel.lee28@example.edu,+1-555-291-2002,7.111022206764705,95.06082116254001,6.260207458820986,90.56815940325468,0.4366674893388395,0.9948148928296083,0.48628061267058187,0.477946580739831,0.4217660627145613,0.0668257547014629,0.592956631149616,0.22796777222318243,0.6376089802290499,0.050833461948477154,0.9813871012530017,0.4690050790126722,0.8967553715906984,0.4755611732329348,0.060330818574221734,0.8222135460938069,0.6481837296671343,0.7817570475739452,0.4281698635088733,0.6379367442466449
S1013,Anna Brown,anna.brown67@example.edu,+1-555-315-6198,5.1885597621299,94.71229590527842,5.576664611136484,89.42500993658099,0.8562290037966075,0.6310654428718875,0.3476736348359033,0.6625295943661998,0.6718541886140673,0.960586962506625,0.3709123215416692,0.4250817675141312,0.8121229611870592,0.5057623147427412,0.736573093115733,0.45970946445359206,0.21549514181270046,0.7452038427810108,0.13115516918470993,0.19858366353130807,0.6268249827842086,0.7472698001920698,0.894687886867815,0.2725864974158917
S1014,Ivan Kuznetsova,ivan.kuznetsova32@example.edu,+1-555-962-2440,6.252371973895984,96.34544718011095,5.220751995876081,90.87145051913234,0.11072425860055435,0.9560466595226291,0.15442308802214244,0.19766698225463952,0.29132945355846573,0.5293913540262875,0.882825566034078,0.7605460227298669,0.7081575538426351,0.17518056785600367,0.35768263152597424,0.47840492608667795,0.14742595348558585,0.2734297021266725,0.30833320395284425,0.12727619832903925,0.5502396919082576,0.7050281965241929,0.06993163147686121,0.48112310176314976
S1015,Ivan Kuznetsova,ivan.kuznetsova96@example.edu,+1-555-138-5753,4.985417205545776,94.69860347301281,6.146477758594505,90.52760009822335,0.782211195267795,0.7479901289524469,0.8150730962187541,0.44824063317060703,0.8205570826398607,0.24075307121426948,0.36081056141751533,0.1763555764178013,0.4674845394285718,0.39206002241544324,0.2409271164143122,0.7517807092307816,0.3138467721116466,0.2728043301458357,0.13089033085049506,0.4388217018019487,0.302964628837302,0.3692728413409686,0.23599726262055265,0.7631554898199004
S1016,John Lee,john.lee52@example.edu,+1-555-990-5972,7.140103921813569,95.71401251167994,5.686147434976406,89.58388338660188,0.9300033473547173,0.49793185278888763,0.6429984233408326,0.867172276606706,0.9988296373336586,0.6135164847298321,0.8897794665398687,0.908608246555642,0.7914514878076223,0.4609313910731102,0.08115400042389931,0.015805555440133845,0.4772006332829246,0.49431453353461774,0.4073623878629723,0.5681673512913645,0.5521627033044271,0.836613041032693,0.10865710326226241,0.22517766610554546
S1017,John Brown,john.brown59@example.edu,+1-555-931-6780,7.2721782931314385,94.82782610760654,4.8518823089958705,88.98004150739686,0.7930049789596304,0.8478368672236546,0.9948242136208678,0.8729120163870842,0.889899007072331,0.31434794262990484,0.4016616340093764,0.26808510482055103,0.6062993981927156,0.9388053542070384,0.34464088651161773,0.5570017818814502,0.29629963045348506,0.1697999737727075,0.19518552981865567,0.05794534453812994,0.9492935230092574,0.4028796085076296,0.8341208920021081,0.6813294726896911
S1018,Julia Kuznetsova,julia.kuznetsova90@example.edu,+1-555-128-4846,5.6724929425985495,95.44744466964839,6.128183162463508,90.621436818661,0.1919211614110854,0.17546224657908782,0.8119882015105448,0.26471171061953735,0.9132851837019758,0.14005540468949063,0.6777086144544695,0.8144738760309339,0.235256388415645,0.27620736345656605,0.9645188861392017,0.2645976053461583,0.4299570499000478,0.4325155932423661,0.25303474992968356,0.7757910864370905,0.7718493432291552,0.37831801422378564,0.8351257910807337,0.21307493439900238
S1019,Ivan Smith,ivan.smith37@example.edu,+1-555-792-5584,6.115472618297119,95.14268572196904,6.563031354570603,89.72158811425179,0.004305775667678646,0.571167362055741,0.9940777724523785,0.038644309826884604,0.20799807370846057,0.5189146424870842,0.8099407364448706,0.08904200507505322,0.3952346537588943,0.7470758006298863,0.37154320840636157,0.18883642047563898,0.19549582739658733,0.41004878691499425,0.47941707480589113,0.861814417816014,0.6422524185679935,0.6904019545155015,0.982987171535907,0.41184344030097375
S1020,John Kuznetsova,john.kuznetsova51@example.edu,+1-555-275-2628,6.91109771380167,94.40426665304001,5.673251538091435,89.6564358954015,0.4033544032491283,0.9233469677258123,0.24587558700505863,0.7298152463028666,0.7545731382181347,0.09778799744544309,0.468231405693584,0.20056247132155403,0.18537527280248567,0.4638281104628762,0.28942970750806496,0.7960604476258709,0.9076048913904824,0.8027206052883656,0.26603087262166525,0.27413439368860837,0.2547283501174674,0.13503809605623607,0.9437983681037112,0.40204779815706937
S1021,Kate Müller,kate.müller57@example.edu,+1-555-696-5166,5.423744318969864,95.43827523270703,5.577537893817548,90.01124470685492,0.22468947454587374,0.8466710505082435,0.39919530265779046,0.03511681110966658,0.16194157024963118,0.63925034035617,0.782905274171724,0.21093438848871293,0.9173955892661422,0.8509971200521644,0.8483807540610809,0.22766114679921412,0.050535988650057706,0.8674235394825837,0.3058002287385674,0.6189163811735259,0.7599668837007301,0.12829325851112017,0.7808383545190479,0.9385114589610658
S1022,Anna Brown,anna.brown34@example.edu,+1-555-616-4356,6.932671993015318,95.40187805842695,6.598846598075507,89.91136306394152,0.728374965746409,0.4412227484805581,0.8766781387517029,0.527457630072559,0.7447709278167541,0.8205059438586041,0.749352861699006,0.28785487604815396,0.11784390090583108,0.23833852936206013,0.5028749369803532,0.5052769222930958,0.5826443493145376,0.39510183754789086,0.7868913814500277,0.9131537503472078,0.24672505347947127,0.736523217701888,0.6779718525450447,0.523090499279315
S1023,John Smith,john.smith14@example.edu,+1-555-404-6994,6.119031519160262,94.92825361018424,4.481399009437773,88.69759877481923,0.18853023387416024,0.7952322585827095,0.9606262856288327,0.7218363322336134,0.917859996625734,0.9841852649479997,0.3520506742392382,0.6382235529263369,0.47393273763807797,0.9866287468632301,0.09380782400772492,0.4123749142972246,0.8755390445272362,0.28405131052651544,0.7877928506388727,0.3827831627802557,0.9799785398901583,0.8835298364237075,0.30132035766261533,0.7701931135378551
S1024,Daniel Müller,daniel.müller35@example.edu,+1-555-106-4912,5.309570348881038,94.10247785515867,6.359796804051093,89.18506885017595,0.3368565438332687,0.6063628402155351,0.658480768393292,0.829595409085705,0.02445084088201488,0.22015789115229967,0.7119178105885787,0.5635232369695373,0.4956050782011431,0.055209956707980457,0.3482758834614562,0.8651002319106483,0.030892837036032184,0.3964362353648121,0.9451482876707726,0.05088073454501463,0.7497057510446368,0.25761261618203646,0.8666088321536725,0.746067978959365
S1025,Kate Lee,kate.lee20@example.edu,+1-555-433-8013,6.159653701364549,96.16930546800747,5.679362426044717,90.66376401162037,0.8857051708583629,0.215924790431266,0.5312927548186049,0.7792699435748007,0.24569974299498099,0.23074630526721696,0.027182133497585026,0.9585152939754523,0.7100168800546234,0.6355603540101848,0.7439947226949909,0.5316129186954394,0.47613382109041036,0.44953224112352086,0.6404392121036413,0.2015349753923832,0.8880586950148697,0.8117523712192651,0.34956361145203385,0.5786092968125244
S1026,Anna Kuznetsova,anna.kuznetsova70@example.edu,+1-555-754-4833,5.65974408799111,94.81510619791914,5.144980150580477,89.69487023168949,0.14102729995001462,0.972346247933598,0.9028926876302835,0.9218975064992004,0.3321630477034516,0.16913470738285574,0.21177216346631034,0.09000139104508986,0.12011063010138434,0.07130453418484539,0.9898230692048735,0.07405768336907359,0.13254208095141362,0.8272545955907364,0.5802402167429431,0.7744172045693324,0.630912007772655,0.882175070328948,0.6384675277647406,0.5221250929031509
S1027,Maria Smith,maria.smith10@example.edu,+1-555-336-3121,7.256277323711656,93.44541161912689,6.390981279191272,90.21396204209906,0.7127496937612997,0.44739275179210947,0.3460638229047347,0.4676524524502125,0.16971410509856066,0.7965717298026914,0.26070378133594463,0.15353154633704746,0.2463522417832268,0.8420701517722398,0.33020129559773137,0.6860498695059002,0.8564096306557393,0.07774466692504212,0.7650244051780429,0.30766546637903003,0.21662236418404268,0.6889014524529722,0.9097966227332338,0.2950192087123954
S1028,Daniel Kuznetsova,daniel.kuznetsova38@example.edu,+1-555-289-3462,5.965265039872885,93.69854793105038,6.0649165569424826,89.52345656184258,0.568833805384319,0.28983411384949154,0.5542855857264279,0.6218620306543405,0.6103353887901798,0.6235463696427459,0.1350797922175241,0.6935404695867196,0.6747503563802233,0.6825881222168831,0.07407055273870633,0.4468388424141526,0.4090351320457297,0.08671148364319914,0.2223679278968107,0.44096263179803674,0.7429063098580823,0.2370620769846632,0.8297499101249115,0.5457982857394634
S1029,Maria Smith,maria.smith88@example.edu,+1-555-783-1407,6.709408590219233,95.0196669309711,7.441601002188824,89.78457993527428,0.7604216851846175,0.4725559833368571,0.49919422542222336,0.6197193893796402,0.9279706081658242,0.49181258141290995,0.528657538108291,0.6019969635275295,0.7375151372977258,0.07185033548623432,0.5156874385219721,0.4815915892060435,0.9216849842375704,0.4935065804363411,0.468320534694331,0.962199988534702,0.45057646360088155,0.18088443032209034,0.21691612280578831,0.09518753833697413
S1030,Anna Ivanov,anna.ivanov60@example.edu,+1-555-123-5858,5.578852256640322,95.16134807146068,6.197997015574589,91.22326881771639,0.0005681292589444498,0.43194566100048193,0.7692425812982214,0.7334664427998359,0.032149087802850196,0.5699829035940329,0.154283125413476,0.9410762847646973,0.16736499964417928,0.6266392176974815,0.32623836216405677,0.6415613259643522,0.41225859646407514,0.7596430523063947,0.23067912532785784,0.9057918529142601,0.5002096493133521,0.7560931477128529,0.8497301914012271,0.9988286109548049
S1031,John Brown,john.brown69@example.edu,+1-555-300-8477,7.25160012132312,95.32118395323455,7.316972602097605,88.93011325110943,0.22394566559395823,0.28689241356345485,0.25043308673188824,0.26287133215978264,0.5824447415393774,0.993522523145843,0.9902780870927544,0.5267732313623077,0.6390272102646738,0.859970543701606,0.9329334584535052,0.2038606273295439,0.5285417289424529,0.8328370546615123,0.30320207663459164,0.4398090424804667,0.985621101512008,0.985046696720871,0.9061068107651816,0.7984483448280576
S1032,John Müller,john.müller69@example.edu,+1-555-776-7921,5.924223620525227,94.16608165273503,5.6491711771598085,88.76098246719933,0.26913050072280575,0.32085007406718746,0.5472828412048747,0.5607773745620122,0.505502819357067,0.6366702799163061,0.4083230226329888,0.7491741573155329,0.33354992647835535,0.33067699694635255,0.127225961891828,0.18871221002891925,0.8505208789213576,0.44628233858044153,0.2278677865528338,0.7593411000223874,0.5539811258168594,0.021156011423293486,0.31636145733671517,0.17700141112134105
S1033,Julia Ivanov,julia.ivanov36@example.edu,+1-555-510-4939,7.071635852132964,94.7999995726111,4.676274334947608,89.08597882691322,0.6558728609828406,0.27503104063025285,0.06494677920994363,0.05493498919766926,0.5817272979587149,0.021723455704089623,0.8487921131360887,0.15539711925727562,0.6065663351954298,0.4446880280107457,0.4428515212319025,0.07179714236004586,0.8027522502122156,0.8930524847532526,0.011016667384228462,0.17860417569711773,0.9039041887954788,0.5494936128000582,0.15003957824821013,0.20279045260915884
S1034,John Müller,john.müller66@example.edu,+1-555-482-2764,6.782162462705176,95.75431391110494,7.797057802522608,92.6224762194066,0.6599862442371142,0.724816822246873,0.5994268085799352,0.9531483799125258,0.49406360366177704,0.3002719121425267,0.4772329099757965,0.35966629366661096,0.2244158926746863,0.04596324934014007,0.3522124935651242,0.7114093477097423,0.01843780287519381,0.4391785132059347,0.6440094014498684,0.6104041091743072,0.7766484358887159,0.8105197156597975,0.7117058209193878,0.10279769614474943
S1035,Ivan Müller,ivan.müller29@example.edu,+1-555-610-8770,6.872968489948397,94.10941569197132,4.081158347341821,90.24094031610946,0.47502244400436067,0.6034059574876086,0.2455660388094516,0.04255181764677651,0.2235903208760469,0.45489440173263884,0.41393031905460087,0.17666698132716163,0.8244155426834928,0.9256866687367246,0.20134831905271522,0.9295729155672217,0.017860959175180824,0.9249624727069454,0.9519287900809079,0.012051863015925202,0.7630192967767481,0.9702015725698434,0.9059022188177783,0.970710161196213
S1036,John Smith,john.smith66@example.edu,+1-555-330-1510,5.768353014220707,94.62617846583828,5.449112880846172,89.87328820222525,0.5503235056976393,0.07815613988538828,0.8497891978050361,0.6138282558090116,0.614736744188289,0.4172536098586862,0.5718419765211091,0.15357977908611453,0.7397700265661503,0.07501730735154233,0.729780767043792,0.848978422624854,0.4724686775644882,0.5098303660570493,0.31221427292207826,0.9694585837255876,0.7331244745595453,0.36898855330034497,0.17480738623300507,0.21957959220209133
S1037,Anna Johnson,anna.johnson70@example.edu,+1-555-607-4592,7.459382207708879,95.14134371070081,5.85722864666518,89.06791162245678,0.46392228611005004,0.9425684003143379,0.7341463457609181,0.21524374817914982,0.8595611334188981,0.3782005230096811,0.8517221827525187,0.24169959798113094,0.6186606119363176,0.9266704880812819,0.25789400914779415,0.6929265905858549,0.9873126199571438,0.1505982872430035,0.0884022907006744,0.6741951924448162,0.3397359477490304,0.07124447736659112,0.47530561788360415,0.7537706796439557
S1038,Daniel Brown,daniel.brown87@example.edu,+1-555-816-8708,4.992785349766079,94.562322881834,5.951595704263512,91.59113692222189,0.28512240041518877,0.33504687750513473,0.8456994006469721,0.5200719122614881,0.842731968806472,0.4463894921437095,0.9529751615601034,0.6507945897177367,0.11589886531924942,0.8850929882268007,0.4892651908307978,0.14163896797290498,0.15269013384142072,0.6875339351098718,0.04737250672948978,0.2865937649138133,0.1397875904698681,0.44107742961728424,0.4143537719943613,0.5218764346888559
S1039,Maria Lee,maria.lee91@example.edu,+1-555-954-4538,6.617247069325598,95.88446555992076,5.550633961314763,88.93355061022467,0.2796363291025302,0.032043589378177195,0.6143861065351858,0.37371800288235135,0.6513349987400464,0.10866697080426846,0.01377735529405033,0.24829424788529275,0.4565473229940522,0.3940719741684673,0.8103025552734664,0.37783764419282395,0.5304411796030789,0.5935155924421922,0.021831391645811604,0.515133376846189,0.34483125939883785,0.4212801276832546,0.10028739849525026,0.7828205656486452
S1040,Alex Ivanov,alex.ivanov12@example.edu,+1-555-910-2060,5.6313949139908654,94.34729654191783,7.915622759191648,89.26075198869805,0.9424042508085225,0.022268820629600006,0.6013727628113479,0.7638440672883581,0.2848075886498894,0.7875555848632168,0.6323550507663013,0.92916263227107,0.9810048113537728,0.042346113998704804,0.4449377610270062,0.5469877875782182,0.14674323320765248,0.3362858304273617,0.9876474477564617,0.016230456342471444,0.45250793152438407,0.8426546217181962,0.32390126271928843,0.47979850275515334
S1041,John Brown,john.brown36@example.edu,+1-555-435-3393,7.25464028336271,94.18736553972168,6.83841571158682,90.34645586949527,0.97804574578798,0.4748768364757039,0.13092131214649905,0.05172149166639106,0.9454165724399485,0.2658094132750657,0.5040639065645509,0.0907017660899686,0.42365512055060506,0.9301055192501241,0.5024129936309384,0.9711351518023279,0.25883563723739966,0.5045452397039372,0.8595307918093252,0.4482523545537438,0.2794873735701896,0.8554753634178817,0.389889468872609,0.5307232910602341
S1042,Ivan Brown,ivan.brown58@example.edu,+1-555-929-6399,6.359025892107718,94.9633137264781,5.410691074113549,90.40146498133387,0.9765270664151456,0.1864832947558639,0.3014006367201857,0.031069600069839942,0.39183770991005273,0.20018343058485955,0.6800349354078914,0.18132145876585237,0.6748127524058697,0.2634754281893177,0.3552178341211998,0.3488606520463975,0.7167517501636094,0.46650926313834307,0.36129889885268307,0.8526227190394499,0.5719506256412027,0.2138308212779978,0.9000912781436826,0.3426502960336406
S1043,Kate Lee,kate.lee38@example.edu,+1-555-428-2368,6.090514867693298,93.89695481260948,4.849856183112343,90.1553291259499,0.03897937753732039,0.4946002239744529,0.1239380544408778,0.23846644371574255,0.747110872687411,0.13075181337631858,0.8069442243540357,0.9369072881309537,0.6065321004079447,0.7103591920228293,0.7135866099074174,0.9928079572704449,0.34153826220162287,0.16285655124270249,0.5191672349143215,0.5332498098317082,0.17791248829614448,0.6131094189941395,0.01412473347682397,0.9276684024542216
S1044,Maria Lee,maria.lee65@example.edu,+1-555-803-6893,7.921182130769392,95.1439924522161,5.893225506501106,90.2572435256423,0.26457427782126164,0.03956020839019181,0.10824944147485704,0.24024894827964172,0.2739061686060452,0.03280999949772867,0.27935481219372915,0.19294173649348212,0.3786209274345186,0.3851677373559692,0.3390077406028791,0.327923883530704,0.08973127774125123,0.02520494712616217,0.2021143001564666,0.7566494274166153,0.9908097655511221,0.928526175057329,0.5042193555377686,0.5318238557779342
S1045,Alex Smith,alex.smith86@example.edu,+1-555-866-4943,7.6754015675361424,95.19744425122747,5.6301654922496365,90.9956598390539,0.31458156903584256,0.7739394386376562,0.7647566879326486,0.8442723575824446,0.8955045771968844,0.43434924822529575,0.7668755681071976,0.8063987287958786,0.30845962249775016,0.92924224400615,0.09434150263965546,0.9942691791632828,0.7700907181588694,0.09327090532432725,0.6562296481050006,0.03417941092826016,0.7701869494441829,0.7992229216590553,0.6024102530914477,0.8568603919165705
S1046,Julia Johnson,julia.johnson32@example.edu,+1-555-234-4009,6.885880794615452,96.3821803927964,6.164910993499715,88.89797787145154,0.0978832802148597,0.2759238420408132,0.4141775215926705,0.04245795282809828,0.44821608757116616,0.26521345611256597,0.392735012101753,0.42510263199230647,0.8794117334876851,0.27034097052763906,0.893743128716272,0.42597096481284924,0.327807720693986,0.502512049335146,0.41774328636283964,0.2573723130551461,0.5026793247960669,0.15180173307883127,0.3519299430229661,0.5657902193740906
S1047,Daniel Smith,daniel.smith89@example.edu,+1-555-657-3168,5.2686567206789015,96.48583513900813,7.551299148704968,89.83843270804566,0.41340824438985857,0.8239123610507965,0.25672176153516624,0.9697715788310101,0.7847220208513513,0.9675930259974722,0.8381365548303041,0.14210392585164267,0.5264600906350138,0.16997852119578571,0.8182273526272573,0.5841621491832959,0.2634493143569058,0.9295989720071713,0.11518605331426068,0.563862403471314,0.7210405546667255,0.05884853733243178,0.5978560332062036,0.8159012154630941
S1048,Maria Müller,maria.müller88@example.edu,+1-555-163-8409,6.155131410977611,96.31529986301798,5.003658886160861,89.19474568293975,0.06752731441805337,0.5122429711066271,0.25855717814874,0.6629244515369208,0.11867736707884491,0.9370514306705069,0.8947285817147318,0.18597441987570917,0.3232658843651046,0.587634974653043,0.7180623366342505,0.4426560151602582,0.15629132196097506,0.10415149380287159,0.9997653369143439,0.45535212144348725,0.8725317491484982,0.48237600462911445,0.9223576385460033,0.0877593827715506
S1049,Maria Müller,maria.müller91@example.edu,+1-555-576-4569,7.07899411522014,94.64485538942637,5.995390319951936,89.85290139132793,0.11401919133455096,0.9296321877242243,0.9474930450447849,0.31471744746536334,0.35516488699387183,0.452450234834758,0.4161616800672908,0.19004521595959667,0.8983753839393745,0.25330760070564373,0.7052724094776516,0.06715567773497289,0.03875133152842947,0.6537304725769206,0.33901585757326036,0.6554593927200013,0.09402120216883036,0.9498513799158633,0.7485144668930954,0.8762672330257992
S1050,John Lee,john.lee16@example.edu,+1-555-597-7645,6.80381709391904,96.26673367518235,6.081526416211571,90.57954491394918,0.13647055404451092,0.3201609688928694,0.3683441642063441,0.5371726483268185,0.2968684855074143,0.06063074218940512,0.3688783807374707,0.25454931462728214,0.38592129146321485,0.19695954262002624,0.26189637456473547,0.6269523404322688,0.38815383457806507,0.34538339316949207,0.5339056327223729,0.7718605408439257,0.3788679563479572,0.5875194925558406,0.9662026253681762,0.5219801141180507
S1051,Anna Smith,anna.smith36@example.edu,+1-555-101-4962,4.654845109072079,94.95615343826289,5.241092756736416,88.90306824561874,0.9097975765175444,0.7936726242564269,0.05871868165014971,0.42909887146925685,0.6983184078685881,0.9867119124481999,0.4583762911615126,0.09278545412673944,0.5620091747128678,0.1265637921239603,0.7515195602793934,0.5076769974617779,0.7234313683772865,0.8693618268785237,0.6289480171627772,0.6124393292531816,0.7545702954396313,0.8424550014526674,0.8690537862770027,0.036430195682883304
S1052,John Brown,john.brown21@example.edu,+1-555-328-1826,5.7096628697641245,94.69928890336926,6.824312288120412,88.80624655403439,0.5561902967977893,0.21626930979755143,0.8603458907817834,0.6483976852033612,0.42022247903243815,0.1881042281213513,0.3390236259198265,0.7037776945402245,0.2043595452116388,0.09358294533837275,0.888028758227551,0.7642103495801168,0.19979493065813259,0.29231154342999166,0.9720701771308857,0.7081844867591174,0.6105220042138247,0.30762848542413035,0.29912514416652225,0.039523618690230466
S1053,Daniel Johnson,daniel.johnson20@example.edu,+1-555-132-4964,6.527568343334976,94.56424750999977,5.705094215074236,90.90248204277414,0.7284818669019314,0.043175225056884536,0.004857337777279036,0.7294950878609792,0.9488737571491254,0.7565030477273105,0.4716401906243787,0.486045249560873,0.43613642264910535,0.32464366711033366,0.5217142141858402,0.43115095714111507,0.5981678800407747,0.8981200805010945,0.9950094173238103,0.07874328988291712,0.3846834726613414,0.18070619576680946,0.3521204739255337,0.287473018548423
S1054,Maria Ivanov,maria.ivanov14@example.edu,+1-555-589-5568,6.984303893303533,96.20365829669846,5.86094488867509,89.37365164949637,0.1745371316267883,0.7640760534212905,0.49628874282923585,0.9192455822172257,0.03259244324701449,0.06697801313198992,0.4032735829303441,0.08027732040403712,0.2627295964148335,0.9860297430766236,0.20895960748461406,0.1981177414120907,0.5736406687957091,0.4979982907931567,0.5804382972028448,0.3767352782085467,0.8267623598949471,0.13858055144246284,0.42839264584146564,0.6897618484440871
